COSMIC_GENE_ID	GENE_SYMBOL	GENE_ACCESSION	ENTREZ_ID	HGNC_ID	IN_CANCER_CENSUS	IS_EXPERT_CURATED
COSG63877	LINC02395	ENSG00000257771.5		53322	n	n
COSG63882	TFF2	ENSG00000160181.8	7032	11756	n	n
COSG63904	AL589182.2	ENSG00000278594.1			n	n
COSG63925	RNA5SP507	ENSG00000200473.1		43407	n	n
COSG65090	ZGRF1	ENSG00000138658.15	55345	25654	n	n
COSG65135	BX072579.1	ENSG00000237699.1			n	n
COSG61555	OR2A15P	ENSG00000239981.1		15085	n	n
COSG61569	OPA3	ENSG00000125741.4	80207	8142	n	n
COSG61587	HMGN2P9	ENSG00000180150.5		4987	n	n
COSG61590	RF02172	ENSG00000274170.1			n	n
COSG61593	RPL23AP42	ENSG00000234851.4		35942	n	n
COSG61604	NBPF8	ENSG00000270231.3	728841	31990	n	n
COSG61616	ARRDC2	ENSG00000105643.9	27106	25225	n	n
COSG61618	AC099671.1	ENSG00000285409.1			n	n
COSG62778	EIF4A1P4	ENSG00000257790.1		37923	n	n
COSG62781	REG1CP	ENSG00000204787.8		9953	n	n
COSG62802	AC021097.1	ENSG00000272661.1			n	n
COSG63969	RPL7AP8	ENSG00000230507.5		23738	n	n
COSG63980	AP001001.2	ENSG00000254580.1			n	n
COSG63982	AC108667.1	ENSG00000237501.1			n	n
COSG64001	AC010531.5	ENSG00000269901.1			n	n
COSG65154	PRKD2	ENSG00000105287.12	25865	17293	n	n
COSG65163	AL035410.1	ENSG00000226984.1			n	n
COSG65187	LINC01006	ENSG00000182648.11		48971	n	n
COSG65189	RNU6-391P	ENSG00000202050.1		47354	n	n
COSG65192	OR4C11	ENSG00000172188.5	219429	15167	n	n
COSG65204	RNU6-1009P	ENSG00000212298.1		47972	n	n
COSG65210	LINC02247	ENSG00000223729.1		53140	n	n
COSG61635	STAB2	ENSG00000136011.14	55576	18629	n	n
COSG61652	KCNA4	ENSG00000182255.6	3739	6222	n	n
COSG61661	RF00019	ENSG00000201885.1			n	n
COSG61665	MIR608	ENSG00000207551.1		32864	n	n
COSG61667	TROVE2	ENSG00000116747.12	6738	11313	n	n
COSG61672	ARL4AP5	ENSG00000218996.1		52374	n	n
COSG61682	AL445237.1	ENSG00000271434.3			n	n
COSG62834	RNA5SP146	ENSG00000222675.1		43046	n	n
COSG62845	RF00019	ENSG00000238585.1			n	n
COSG62846	FSCN2	ENSG00000186765.11	25794	3960	n	n
COSG62853	ZNF887P	ENSG00000267500.1		38700	n	n
COSG62862	MIS18A	ENSG00000159055.3	54069	1286	n	n
COSG62864	AC023194.3	ENSG00000253675.1			n	n
COSG64027	RF00019	ENSG00000202078.1			n	n
COSG64028	PFN1P3	ENSG00000234367.1		42987	n	n
COSG64045	AC022784.6	ENSG00000254235.5			n	n
COSG64054	PLIN1	ENSG00000166819.11	5346	9076	n	n
COSG64071	AC011998.2	ENSG00000229744.1			n	n
COSG64083	RNU1-122P	ENSG00000202408.2		48464	n	n
COSG64095	TRBV5-2	ENSG00000242771.1		12219	n	n
COSG65236	AL391834.2	ENSG00000273226.1			n	n
COSG65252	AL691432.2	ENSG00000272106.1			n	n
COSG65256	IL23A	ENSG00000110944.8	51561	15488	n	n
COSG65277	RN7SL330P	ENSG00000244391.3		46346	n	n
COSG61727	ASNSD1	ENSG00000138381.9	110599588	24910	n	n
COSG61729	RF00003	ENSG00000274210.1			n	n
COSG61736	AC112249.1	ENSG00000249278.1			n	n
COSG61755	AC108078.3	ENSG00000250828.2			n	n
COSG61759	FGFR2	ENSG00000066468.22	2263	3689	y	y
COSG62906	AC010999.3	ENSG00000285331.1			n	n
COSG62955	CSPG4P11	ENSG00000259726.1		48363	n	n
COSG64101	MTCO2P32	ENSG00000248951.2		52161	n	n
COSG64103	RF00019	ENSG00000238366.1			n	n
COSG64113	AL360007.1	ENSG00000237494.1			n	n
COSG64118	HELT	ENSG00000187821.8	391723	33783	n	n
COSG64164	RPS11P7	ENSG00000214047.4		36724	n	n
COSG64173	DNAAF3	ENSG00000167646.13	352909	30492	n	n
COSG65311	AC007136.1	ENSG00000267180.1			n	n
COSG65320	RF00019	ENSG00000201031.1			n	n
COSG65336	TSC22D4	ENSG00000166925.8	81628	21696	n	n
COSG65359	AC079174.1	ENSG00000258355.1			n	n
COSG65372	AC140479.7	ENSG00000283167.2			n	n
COSG65374	NABP1	ENSG00000173559.12	64859	26232	n	n
COSG61837	AL358334.2	ENSG00000258711.2			n	n
COSG62983	IGKV2D-28	ENSG00000242534.2		5799	n	n
COSG62993	Z98751.1	ENSG00000232261.1			n	n
COSG62994	AL596442.2	ENSG00000273100.1			n	n
COSG63004	AC021193.1	ENSG00000248921.1			n	n
COSG63006	AL157838.1	ENSG00000197670.6			n	n
COSG63021	CUTALP	ENSG00000226752.9		27367	n	n
COSG63038	RPL7P43	ENSG00000241045.1		36441	n	n
COSG64180	ZFP82	ENSG00000181007.8	284406	28682	n	n
COSG64199	AP003785.1	ENSG00000256403.1			n	n
COSG64208	RNU6-44P	ENSG00000206772.1		34288	n	n
COSG64215	C19orf12	ENSG00000131943.17	83636	25443	n	n
COSG64229	MYDGF	ENSG00000074842.7	56005	16948	n	n
COSG64231	HIST1H4J	ENSG00000197238.4	8363	4785	n	n
COSG64235	OR6C7P	ENSG00000257757.1		31306	n	n
COSG65415	PROP1	ENSG00000175325.2	5626	9455	n	n
COSG65430	MIR193BHG	ENSG00000262454.3		51945	n	n
COSG65449	AC100858.2	ENSG00000255313.1			n	n
COSG61863	AC091178.1	ENSG00000263818.5			n	n
COSG61864	MIR568	ENSG00000284134.1		32824	n	n
COSG61887	CCDC178	ENSG00000166960.16	374864	29588	n	n
COSG61922	ASPHD1	ENSG00000174939.10	253982	27380	n	n
COSG61925	GPBP1	ENSG00000062194.15	65056	29520	n	n
COSG63060	AL445426.1	ENSG00000231246.1			n	n
COSG63068	ARIH1	ENSG00000166233.14	25820	689	n	n
COSG63071	OR1J4	ENSG00000239590.1	26219	8211	n	n
COSG63097	SIGLEC6	ENSG00000105492.15	946	10875	n	n
COSG63107	AL049780.2	ENSG00000259138.1			n	n
COSG64249	EEF1A1P28	ENSG00000237709.1		37902	n	n
COSG64258	OFD1P11Y	ENSG00000237302.1		23883	n	n
COSG64268	DDX1	ENSG00000079785.14	1653	2734	n	n
COSG64269	AL354941.1	ENSG00000215297.3			n	n
COSG64291	CDS1	ENSG00000163624.5	1040	1800	n	n
COSG64314	NECAP2	ENSG00000157191.19	55707	25528	n	n
COSG65457	AL136181.1	ENSG00000229418.2			n	n
COSG65458	AC027287.1	ENSG00000257350.1			n	n
COSG65466	HIGD1AP16	ENSG00000219608.3		43011	n	n
COSG65468	RNA5SP180	ENSG00000251990.1		43080	n	n
COSG65486	MIR5700	ENSG00000266099.1		43521	n	n
COSG65499	MT-TH	ENSG00000210176.1		7487	n	n
COSG65501	IGLV1-44	ENSG00000211651.3		5879	n	n
COSG65505	CCT6A	ENSG00000146731.10	908	1620	n	n
COSG61931	IGHV3-62	ENSG00000253132.1		5615	n	n
COSG61941	AL161935.1	ENSG00000223834.2			n	n
COSG61942	RTP3	ENSG00000163825.3	83597	15572	n	n
COSG61945	MIR4278	ENSG00000283420.1		38243	n	n
COSG61952	PAX1	ENSG00000125813.13	5075	8615	n	n
COSG61980	MTND1P14	ENSG00000227225.1		42063	n	n
COSG61993	AL356320.2	ENSG00000237329.2			n	n
COSG63154	RN7SL683P	ENSG00000242330.3		46699	n	n
COSG63177	FGF14-IT1	ENSG00000243319.7		42774	n	n
COSG63192	PRNCR1	ENSG00000282961.1		48942	n	n
COSG64321	AL391056.1	ENSG00000227619.1			n	n
COSG64324	AL662844.4	ENSG00000272501.1			n	n
COSG64355	GPR108	ENSG00000125734.15	56927	17829	n	n
COSG64357	LINC02541	ENSG00000230943.1		53574	n	n
COSG64361	AC000120.1	ENSG00000243107.1			n	n
COSG65527	MORF4L1P5	ENSG00000231857.1		35425	n	n
COSG65528	AP002963.1	ENSG00000255149.1			n	n
COSG65558	GPR65	ENSG00000140030.5	8477	4517	n	n
COSG65563	AC093227.2	ENSG00000267552.6			n	n
COSG65592	MIR595	ENSG00000207637.1		32851	n	n
COSG65594	BRAFP1	ENSG00000224775.2		18615	n	n
COSG63224	AL161713.1	ENSG00000258549.1			n	n
COSG63227	CYCSP49	ENSG00000224240.1		23943	n	n
COSG63266	MTCO1P43	ENSG00000228898.1		52108	n	n
COSG64460	AC018450.1	ENSG00000241679.2			n	n
COSG64465	MIR6510	ENSG00000283796.1		50101	n	n
COSG65614	PPARD	ENSG00000112033.13	5467	9235	n	n
COSG65640	LINC01956	ENSG00000258910.2		52777	n	n
COSG65646	AMPH	ENSG00000078053.16	273	471	n	n
COSG65665	AC009511.1	ENSG00000256512.1			n	n
COSG62119	LINC01549	ENSG00000232560.6		1277	n	n
COSG62139	AC105109.1	ENSG00000259057.1			n	n
COSG62142	LINC01003	ENSG00000261455.1		48957	n	n
COSG62149	RNA5SP347	ENSG00000199315.1		43247	n	n
COSG63280	LINC01164	ENSG00000189275.3		49533	n	n
COSG63285	AL023973.1	ENSG00000279642.1			n	n
COSG63323	PSMD10P3	ENSG00000232041.1		30152	n	n
COSG63329	AP000350.1	ENSG00000206090.4			n	n
COSG63330	AP003049.2	ENSG00000255028.5			n	n
COSG64494	S100A2	ENSG00000196754.10	6273	10492	n	n
COSG64510	RNU6-991P	ENSG00000251977.1		47954	n	n
COSG64528	RNA5S11	ENSG00000199334.1		34372	n	n
COSG65676	AC138649.5	ENSG00000283273.1			n	n
COSG65679	AC131956.2	ENSG00000250777.1			n	n
COSG65705	AL591499.1	ENSG00000205625.2			n	n
COSG65715	AL031667.3	ENSG00000273951.1			n	n
COSG65720	AC004865.2	ENSG00000239636.1			n	n
COSG62167	AC018641.1	ENSG00000226468.2			n	n
COSG62170	RFESD	ENSG00000175449.13	317671	29587	n	n
COSG62176	CU634019.7	ENSG00000280330.1			n	n
COSG62180	RNA5SP303	ENSG00000252001.1		43203	n	n
COSG62207	HSPE1P9	ENSG00000232690.1		49328	n	n
COSG62215	AC018892.2	ENSG00000236847.1			n	n
COSG62220	IGKV1-8	ENSG00000240671.4		5743	n	n
COSG62226	LAMA5	ENSG00000130702.15	3911	6485	n	n
COSG63353	CHST10	ENSG00000115526.10	9486	19650	n	n
COSG63405	AL022344.1	ENSG00000234864.1			n	n
COSG65754	AC107959.3	ENSG00000253616.5			n	n
COSG65778	LINC01977	ENSG00000262772.1		52804	n	n
COSG65786	MS4A5	ENSG00000166930.6	64232	13374	n	n
COSG62246	LINC00208	ENSG00000170983.3		15535	n	n
COSG62266	RNU1-104P	ENSG00000253089.1		48446	n	n
COSG62270	AC107886.1	ENSG00000255372.1			n	n
COSG62287	CCDC63	ENSG00000173093.12	160762	26669	n	n
COSG62290	AL354984.2	ENSG00000225708.6			n	n
COSG63432	AC024085.1	ENSG00000270992.1			n	n
COSG63437	MRPL30P1	ENSG00000276576.1		29702	n	n
COSG63439	KRT8P43	ENSG00000218186.2		39877	n	n
COSG63443	ANXA3	ENSG00000138772.12	306	541	n	n
COSG63460	ARFIP1	ENSG00000164144.15	27236	21496	n	n
COSG63481	ZNF83	ENSG00000167766.18	55769	13158	n	n
COSG64633	CYP11B1	ENSG00000160882.11	1584	2591	n	n
COSG64641	LINC01416	ENSG00000260930.1		51645	n	n
COSG64681	RNU6-271P	ENSG00000200728.1		47234	n	n
COSG65827	RNU6-1008P	ENSG00000206887.1		47971	n	n
COSG65853	RBPJ	ENSG00000168214.20	3516	5724	n	n
COSG65864	LINC01327	ENSG00000241669.1		50533	n	n
COSG65869	RF00019	ENSG00000206741.1			n	n
COSG62312	AC022400.10	ENSG00000280238.1			n	n
COSG62328	IGHV3-73	ENSG00000211976.2		5623	n	n
COSG62343	MIR5702	ENSG00000263363.1		43503	n	n
COSG62349	RHOBTB3	ENSG00000164292.12	22836	18757	n	n
COSG62369	PMS2P3	ENSG00000127957.17	5387	9128	n	n
COSG62370	SGTB	ENSG00000197860.9	54557	23567	n	n
COSG63497	COQ6	ENSG00000119723.16	51004	20233	n	n
COSG63498	HMGB3P4	ENSG00000228808.1		39104	n	n
COSG63506	KIRREL3	ENSG00000149571.11	84623	23204	n	n
COSG63507	AL080276.1	ENSG00000220745.2			n	n
COSG63509	KCNV1	ENSG00000164794.8	27012	18861	n	n
COSG63514	LINC02050	ENSG00000242781.1		52890	n	n
COSG63530	AC243829.2	ENSG00000276241.1			n	n
COSG63535	AC002367.1	ENSG00000226436.1			n	n
COSG63546	AC006158.1	ENSG00000275310.1			n	n
COSG63547	MIR3687-1	ENSG00000277437.1		38946	n	n
COSG63552	AC253576.2	ENSG00000275426.1			n	n
COSG63563	AC020922.4	ENSG00000276831.1			n	n
COSG64704	OFD1P5Y	ENSG00000240438.2		23877	n	n
COSG64711	DEFB108A	ENSG00000229907.3		18089	n	n
COSG64733	KRBOX1	ENSG00000240747.7	100506243	38708	n	n
COSG64759	AL136317.2	ENSG00000274893.1			n	n
COSG64767	MIR4800	ENSG00000284276.1		41877	n	n
COSG65906	AL050341.2	ENSG00000259943.1			n	n
COSG65935	AC009263.1	ENSG00000234639.1			n	n
COSG65951	FP236383.3	ENSG00000281181.1			n	n
COSG65967	MIR3685	ENSG00000265917.1		38886	n	n
COSG65968	RNU6-150P	ENSG00000252046.1		47113	n	n
COSG62430	AC024933.1	ENSG00000272656.1			n	n
COSG62442	CCDC39	ENSG00000145075.12		25244	n	n
COSG62447	LHX9	ENSG00000143355.15	56956	14222	n	n
COSG63584	ZNF334	ENSG00000198185.11	55713	15806	n	n
COSG63621	AL138916.1	ENSG00000227748.1			n	n
COSG63638	AC010531.4	ENSG00000261697.5			n	n
COSG63642	CLASP1	ENSG00000074054.18	23332	17088	n	n
COSG64826	DDI2	ENSG00000197312.11	84301	24578	n	n
COSG64828	FO393422.1	ENSG00000270710.1			n	n
COSG64831	STRBP	ENSG00000165209.18	55342	16462	n	n
COSG64835	CHD6	ENSG00000124177.14	84181	19057	n	n
COSG64840	ZC2HC1B	ENSG00000118491.9	153918	21174	n	n
COSG65996	AL121827.1	ENSG00000203900.2			n	n
COSG62493	BAAT	ENSG00000136881.11	570	932	n	n
COSG62520	RF00019	ENSG00000200737.1			n	n
COSG63645	LRRC37A4P	ENSG00000214425.7		25479	n	n
COSG63668	CADM2	ENSG00000175161.13	253559	29849	n	n
COSG63689	JAK1	ENSG00000162434.11	3716	6190	y	y
COSG63705	AC083864.2	ENSG00000232930.1			n	n
COSG64869	AL583805.1	ENSG00000212695.5			n	n
COSG64872	AC079209.2	ENSG00000254177.1			n	n
COSG64892	AC005225.1	ENSG00000258443.1			n	n
COSG66059	FAM217A	ENSG00000145975.14	222826	21362	n	n
COSG66083	RF00019	ENSG00000251811.1			n	n
COSG66096	RF00017	ENSG00000273979.1			n	n
COSG66101	AL355001.1	ENSG00000223576.2			n	n
COSG66110	KRTAP4-8	ENSG00000204880.7	728224	17230	n	n
COSG62566	SLC38A4	ENSG00000139209.15	55089	14679	n	n
COSG62593	BX679664.2	ENSG00000237349.1			n	n
COSG62594	NEPRO	ENSG00000163608.14	25871	24496	n	n
COSG63748	AL953862.1	ENSG00000230502.1			n	n
COSG63750	AC013400.1	ENSG00000271991.1			n	n
COSG63786	RN7SL290P	ENSG00000264613.2		46306	n	n
COSG63789	AP001979.2	ENSG00000255258.2			n	n
COSG64926	RNU6-460P	ENSG00000212460.1		47423	n	n
COSG64938	AC019227.1	ENSG00000255358.1			n	n
COSG64958	AC007364.1	ENSG00000231969.1			n	n
COSG64964	PRSS40B	ENSG00000184761.7		27164	n	n
COSG66126	IGKV2D-14	ENSG00000254292.1		5793	n	n
COSG66169	AC114341.1	ENSG00000278075.1			n	n
COSG73259	PMS2P7	ENSG00000229018.5		33515	n	n
COSG73270	MAPT-IT1	ENSG00000279685.2		43741	n	n
COSG73273	IGLV1-40	ENSG00000211653.2		5877	n	n
COSG73282	AC116038.1	ENSG00000231243.1			n	n
COSG73318	RNU6-952P	ENSG00000212466.1		47915	n	n
COSG73324	AL445669.1	ENSG00000230116.1			n	n
COSG74312	RF00019	ENSG00000200855.1			n	n
COSG74314	AC008743.1	ENSG00000268231.1			n	n
COSG74321	AL731556.1	ENSG00000213514.2			n	n
COSG74337	RPS3AP36	ENSG00000214362.2		35596	n	n
COSG74359	AC016751.2	ENSG00000235047.1			n	n
COSG74383	ZNF33B	ENSG00000196693.14	7582	13097	n	n
COSG75672	AC092098.1	ENSG00000230520.1			n	n
COSG75698	CRIPT	ENSG00000119878.5	9419	14312	n	n
COSG75701	AC112236.2	ENSG00000272717.1			n	n
COSG75706	HTR3D	ENSG00000186090.10	200909	24004	n	n
COSG72145	AC091905.3	ENSG00000279755.1			n	n
COSG72163	LOXL1-AS1	ENSG00000261801.5		44169	n	n
COSG72165	AC127894.1	ENSG00000258140.1			n	n
COSG72183	MLC1	ENSG00000100427.15	23209	17082	n	n
COSG72190	AC008443.6	ENSG00000250900.6			n	n
COSG72203	UST-AS1	ENSG00000227660.1		40802	n	n
COSG74386	AC018685.2	ENSG00000234929.1			n	n
COSG74402	RNA5SP302	ENSG00000201766.1		43202	n	n
COSG74428	A4GALT	ENSG00000128274.16	53947	18149	n	n
COSG74440	RF00017	ENSG00000277136.1			n	n
COSG74447	AC108676.1	ENSG00000244675.2			n	n
COSG74451	AC096922.1	ENSG00000244640.1			n	n
COSG74537	TRAV16	ENSG00000211796.1		12112	n	n
COSG74545	AK8	ENSG00000165695.9	158067	26526	n	n
COSG74559	AC016700.1	ENSG00000225392.1			n	n
COSG74567	AC007563.1	ENSG00000229352.1			n	n
COSG74574	MYD88	ENSG00000172936.12	4615	7562	y	y
COSG74583	AC013733.2	ENSG00000234595.1			n	n
COSG74594	AC036222.2	ENSG00000266222.1			n	n
COSG75750	RPL31P56	ENSG00000240760.1		36336	n	n
COSG75751	CD4	ENSG00000010610.9	920	1678	n	n
COSG75772	ZKSCAN7	ENSG00000196345.12	55888	12955	n	n
COSG75787	RNA5SP152	ENSG00000202054.1		43052	n	n
COSG72217	LINC00431	ENSG00000225760.2		42766	n	n
COSG72254	MOCS1P1	ENSG00000260347.1		7191	n	n
COSG74470	AC141930.3	ENSG00000283766.1			n	n
COSG74471	AC108860.2	ENSG00000261437.1			n	n
COSG74482	FRG2B	ENSG00000225899.7	441581	33518	n	n
COSG74506	AF131216.4	ENSG00000280273.2			n	n
COSG74613	DUX4L8	ENSG00000281720.1		38670	n	n
COSG74635	CD68	ENSG00000129226.13	968	1693	n	n
COSG74683	UFL1-AS1	ENSG00000233797.1		41007	n	n
COSG71181	KDSR	ENSG00000119537.16	2531	4021	y	n
COSG71188	MASP1	ENSG00000127241.16	5648	6901	n	n
COSG71190	MBIP	ENSG00000151332.18	51562	20427	n	n
COSG71217	FOXP1	ENSG00000114861.19	27086	3823	y	n
COSG71220	AP000920.1	ENSG00000255369.1			n	n
COSG71227	AGPAT2	ENSG00000169692.12	10555	325	n	n
COSG71231	Z98259.1	ENSG00000260972.1			n	n
COSG72305	RF00156	ENSG00000202379.1			n	n
COSG72308	LINC01723	ENSG00000234265.1		52511	n	n
COSG72311	LRP5	ENSG00000162337.11	4041	6697	n	n
COSG72344	ARHGAP26-AS1	ENSG00000226272.5		40792	n	n
COSG72351	AC007003.1	ENSG00000231183.3			n	n
COSG73334	CCND3	ENSG00000112576.12	896	1585	y	n
COSG73359	RNA5SP236	ENSG00000251978.1		43136	n	n
COSG73368	SNRPCP6	ENSG00000254683.1		49821	n	n
COSG73377	SGCZ	ENSG00000185053.13	137868	14075	n	n
COSG73389	UNC13D	ENSG00000092929.11	201294	23147	n	n
COSG74725	AC010153.1	ENSG00000240566.1			n	n
COSG74747	TARID	ENSG00000227954.6		50506	n	n
COSG74750	AC040169.2	ENSG00000260410.2			n	n
COSG71236	BX276092.2	ENSG00000226870.2			n	n
COSG71238	RNU6-1309P	ENSG00000200175.1		48272	n	n
COSG71240	AC100791.3	ENSG00000275516.1			n	n
COSG71278	FBXW10	ENSG00000171931.12	10517	1211	n	n
COSG71290	DCAF16	ENSG00000163257.10	54876	25987	n	n
COSG71300	SLC9B1P2	ENSG00000214329.7		37493	n	n
COSG71304	Z74021.1	ENSG00000232346.1			n	n
COSG72358	RF02271	ENSG00000275227.1			n	n
COSG72371	WIPF2	ENSG00000171475.13	147179	30923	n	n
COSG72386	PIGPP2	ENSG00000234204.1		45154	n	n
COSG72394	RF00019	ENSG00000207223.1			n	n
COSG72405	LIG4	ENSG00000174405.13	3981	6601	n	n
COSG73438	AC098826.3	ENSG00000271179.1			n	n
COSG73461	MIR3907	ENSG00000265810.1		38988	n	n
COSG74774	SNORD115-1	ENSG00000201831.1		33020	n	n
COSG74791	LIN52	ENSG00000205659.10	91750	19856	n	n
COSG74809	LINC01732	ENSG00000237292.1		52520	n	n
COSG74815	AC092608.3	ENSG00000280284.1			n	n
COSG74820	RPL31P40	ENSG00000253964.1		36134	n	n
COSG74829	YWHAEP2	ENSG00000266162.1		49429	n	n
COSG71317	AL445647.1	ENSG00000272046.1			n	n
COSG71318	ZNF678	ENSG00000181450.17	339500	28652	n	n
COSG71357	HNRNPA1P67	ENSG00000270665.1		48797	n	n
COSG71361	AL442644.1	ENSG00000235901.2			n	n
COSG71370	AC009549.1	ENSG00000270607.1			n	n
COSG72464	CBR3	ENSG00000159231.5	874	1549	n	n
COSG72466	RNU6-821P	ENSG00000212297.1		47784	n	n
COSG72498	SMAD2	ENSG00000175387.15	4087	6768	y	y
COSG72501	AC137675.1	ENSG00000232167.1			n	n
COSG72505	RF01233	ENSG00000238575.1			n	n
COSG73495	AC004846.2	ENSG00000258944.1			n	n
COSG73529	PRAC2	ENSG00000229637.3	360205	30143	n	n
COSG73547	SIN3A	ENSG00000169375.15	25942	19353	n	n
COSG74840	AP002791.1	ENSG00000280093.1			n	n
COSG74879	FMO9P	ENSG00000215834.10		32210	n	n
COSG74884	MIR148B	ENSG00000199122.3		31761	n	n
COSG71391	AC006210.1	ENSG00000223391.2			n	n
COSG71444	AC135068.9	ENSG00000281550.1			n	n
COSG72511	RNU6-910P	ENSG00000212146.1		47873	n	n
COSG72526	AL390243.1	ENSG00000227935.1			n	n
COSG72540	TBRG1	ENSG00000154144.12	84897	29551	n	n
COSG72554	MIR4659B	ENSG00000283386.1		41530	n	n
COSG72557	RFXANK	ENSG00000064490.13	8625	9987	n	n
COSG73555	AC105046.1	ENSG00000261026.1			n	n
COSG73566	IL17RB	ENSG00000056736.9	55540	18015	n	n
COSG73603	ADAR	ENSG00000160710.15	103	225	n	n
COSG73612	AL121895.1	ENSG00000232406.6			n	n
COSG74910	AC013436.1	ENSG00000228596.1			n	n
COSG74924	CALHM6	ENSG00000188820.12	441168	33391	n	n
COSG74930	SFR1P2	ENSG00000223707.2		51532	n	n
COSG74938	GCGR	ENSG00000215644.9	2642	4192	n	n
COSG74940	TENT5D	ENSG00000174016.11	169966	28399	n	n
COSG74979	BEX4	ENSG00000102409.9	56271	25475	n	n
COSG74981	MIR6717	ENSG00000284122.1		50000	n	n
COSG71481	Z97055.1	ENSG00000233157.1			n	n
COSG71483	BARD1	ENSG00000138376.10	580	952	y	y
COSG72588	DCST1-AS1	ENSG00000232093.1		41147	n	n
COSG72600	AC006369.1	ENSG00000236213.1			n	n
COSG72620	AP000365.1	ENSG00000267338.1			n	n
COSG72627	MIR4676	ENSG00000266719.1		41691	n	n
COSG72632	AP001056.2	ENSG00000285413.1			n	n
COSG72633	UBE2Q2P11	ENSG00000259538.1		49522	n	n
COSG73630	RF02121	ENSG00000275254.1			n	n
COSG73631	AC004771.5	ENSG00000262678.1			n	n
COSG73632	DRC1	ENSG00000157856.10	92749	24245	n	n
COSG73637	TEX47	ENSG00000164645.2	219557	22402	n	n
COSG73643	CLCN1	ENSG00000188037.10	1180	2019	n	n
COSG73663	AC104452.1	ENSG00000283189.2			n	n
COSG73695	CYMP-AS1	ENSG00000235407.1		52509	n	n
COSG73702	RPS2P55	ENSG00000216866.5		36140	n	n
COSG74986	KIAA0513	ENSG00000135709.12	9764	29058	n	n
COSG74991	DIPK2B	ENSG00000147113.16	79742	25866	n	n
COSG74995	AC016292.1	ENSG00000235361.1			n	n
COSG74996	AC096644.3	ENSG00000235163.2			n	n
COSG75025	AC104076.2	ENSG00000236667.1			n	n
COSG75046	RBKS	ENSG00000171174.14	64080	30325	n	n
COSG71537	C2orf69P3	ENSG00000261299.1		51802	n	n
COSG71567	RPS2P36	ENSG00000227032.1		36784	n	n
COSG71571	AC007383.1	ENSG00000159186.4			n	n
COSG71575	AL022334.1	ENSG00000233388.2			n	n
COSG71584	ZNF440	ENSG00000171295.12	126070	20874	n	n
COSG71586	AC011995.2	ENSG00000237720.1			n	n
COSG71590	AL672138.1	ENSG00000225925.1			n	n
COSG71608	CD24P2	ENSG00000261333.2		1647	n	n
COSG71610	SLC22A7	ENSG00000137204.14	10864	10971	n	n
COSG71612	LINC01818	ENSG00000230645.1		52623	n	n
COSG72657	AC007906.1	ENSG00000261291.1			n	n
COSG72699	AC025366.1	ENSG00000253122.1			n	n
COSG72715	CCL4L2	ENSG00000276070.4	9560	24066	n	n
COSG72718	AL645608.1	ENSG00000223764.2			n	n
COSG72726	AL353604.1	ENSG00000223944.1			n	n
COSG73711	RF00019	ENSG00000200635.1			n	n
COSG73740	MRPL35P4	ENSG00000230691.1		29707	n	n
COSG73752	ABCC8	ENSG00000006071.13	6833	59	n	n
COSG73760	FGF18	ENSG00000156427.7	8817	3674	n	n
COSG73763	HDGFL3	ENSG00000166503.8	50810	24937	n	n
COSG75058	CAMK2N1	ENSG00000162545.5	55450	24190	n	n
COSG75121	DHRSX	ENSG00000169084.13	207063	18399	n	n
COSG71620	GPX2	ENSG00000176153.11	2877	4554	n	n
COSG71621	AC022506.1	ENSG00000285133.1			n	n
COSG71625	HMGB1P25	ENSG00000230886.3		39116	n	n
COSG71634	AC005150.1	ENSG00000248431.1			n	n
COSG71641	AC124242.2	ENSG00000253384.1			n	n
COSG71657	AC010266.1	ENSG00000259861.1			n	n
COSG71688	AL445685.2	ENSG00000229032.1			n	n
COSG72767	AL512504.2	ENSG00000228051.1			n	n
COSG72797	RF00017	ENSG00000278459.1			n	n
COSG72804	RN7SL411P	ENSG00000265327.2		46427	n	n
COSG73781	AL137779.2	ENSG00000259088.1			n	n
COSG73797	PYHIN1	ENSG00000163564.14	149628	28894	n	n
COSG73807	AL133173.1	ENSG00000227679.1			n	n
COSG73824	DRP2	ENSG00000102385.12	1821	3032	n	n
COSG73828	AP003121.1	ENSG00000272642.2			n	n
COSG73836	RN7SL393P	ENSG00000243723.3		46409	n	n
COSG73838	HAND2-AS1	ENSG00000237125.9		48872	n	n
COSG73848	MIR374B	ENSG00000212027.3		33665	n	n
COSG75139	AL354821.1	ENSG00000274090.1			n	n
COSG75142	DGUOK-AS1	ENSG00000237883.1		43441	n	n
COSG75203	AC061975.6	ENSG00000266830.1			n	n
COSG71709	AL117190.2	ENSG00000258663.1			n	n
COSG71716	RN7SKP243	ENSG00000199975.1		45967	n	n
COSG71718	RNA5SP323	ENSG00000212396.1		43223	n	n
COSG71743	AC010326.1	ENSG00000243234.1			n	n
COSG71746	C7orf33	ENSG00000170279.2	202865	21724	n	n
COSG71754	DMPK	ENSG00000104936.17	1760	2933	n	n
COSG72810	MIR361	ENSG00000199051.3		31867	n	n
COSG72815	IL1RL1	ENSG00000115602.16	9173	5998	n	n
COSG72825	SLC47A1	ENSG00000142494.13	55244	25588	n	n
COSG72840	AC008056.2	ENSG00000259106.1			n	n
COSG73909	AC018730.1	ENSG00000239587.1			n	n
COSG75237	MIR3177	ENSG00000265820.1		38364	n	n
